Compound ID,ALT,homodimer_dG,monomer_dG,ddG_dimerization,wing5_homodimer_dG,wing3_homodimer_dG,wing5_wing3_dG
463837,59.0,-4.5985653595392835,-0.07293247132195853,-4.452700416895366,-2.801844546939017,,-3.2910743718924382
464222,559.0,-3.7929719775641426,-0.06040131811971776,-3.672169341324707,-2.449458524953813,-2.628233934149791,-3.148375774080934
464225,83.0,-3.763319544218834,-0.04153314056098355,-3.680253263096867,-3.1390115419002136,,-2.459613233330942
464228,58.0,-4.234019157584222,-0.10589942520436164,-4.022220307175499,-3.4504256535477773,,-3.4570851368798525
464286,139.0,-4.810314690333484,-0.2255930752850312,-4.359128539763422,-2.695034049564393,-2.9332474010695093,-4.2861695436700495
464308,2533.0,-4.1655211254774365,-0.09399012376372567,-3.977540877949985,-2.449458524953813,,-3.4155601976799557
464449,748.0,-4.341753826020884,-0.058694869050153725,-4.224364087920577,-3.484969395820064,-2.2393697453248116,-3.4392429582857256
464587,183.0,-4.53198110165822,-0.11177095966096308,-4.3084391823362935,-3.269556259127227,-3.3619226398268385,-3.743404254512366
464588,256.0,-4.334515177049486,-0.10149982735559519,-4.1315155223382956,-2.6910598480481314,-2.6910598480481314,-3.1182608559064753
464589,142.0,-3.83311025977221,-0.0617131670397647,-3.709683925692681,,,
464718,789.0,-4.46495173328357,-0.10013423312428714,-4.264683267034996,-3.480275705367359,-3.3619226398268385,-3.8659230239811624
464917,4880.5666666666675,-6.722830203005379,-0.27596962658102947,-6.1708909498433195,,,
464924,27.0,-5.472602776851383,-0.19296537507503592,-5.0866720267013115,,,
464932,60.833333333333336,-8.015983726301274,-0.7199703892631237,-6.576042947775026,,,
465131,21.0,-7.381746826688431,-1.1406892718120851,-5.100368283064261,,,
465172,26.0,-6.027973229701718,-1.1618844772819423,-3.7042042751378337,,,
465174,25.0,-6.165835829822538,-0.795454414257475,-4.5749270013075884,,,
465175,1564.0,-8.98668029734996,-0.2501148449262087,-8.486450607497542,,,
465178,26.0,-6.0188625525452615,-0.5762828379179488,-4.866296876709364,,,
465181,7087.0,-5.719630804332863,-0.4741997856053822,-4.771231233122099,,,
474061,146.0,-5.712760775309586,-0.9397996947548354,-3.833161385799915,,-2.695034049564393,-4.293472906802974
476366,37.09090909090909,-6.661415644452232,-0.9896635178907645,-4.682088608670703,-2.7838316453167096,,-4.007880868385247
479533,61.0,,0.0,,,,
479551,81.0,,0.0,,,,
482050,3738.5555555555557,-13.915764013312224,-0.5187690984845523,-12.878225816343118,,,
483706,1424.0,-6.722830203005379,-0.27596962658102947,-6.1708909498433195,-1.757197510110011,,
483817,40.0,-6.322649685057156,-0.11866736320028189,-6.085314958656593,-2.230333022805876,-3.598374633674596,-3.3376733753387593
483910,244.0,-5.244813622202183,-0.18308736119772592,-4.878638899806731,-3.269556259127227,-3.4984906666673825,-3.8902288663504
483984,193.0,-4.1672168054039815,-0.07939456391202339,-4.008427677579935,,-1.7536517484218241,-2.6464752170813037
484085,46.0,-5.117108873247838,-0.5479309029399374,-4.021247067367963,,-3.5031585759151094,-3.27259005752135
484099,69.0,-4.471995435688852,-0.0965756692064876,-4.278844097275877,-3.2752485078342954,-2.3390703435036615,-3.2283270748789326
484127,100.0,-5.011000338608152,-0.12865904335149989,-4.753682251905152,-2.8495688594329054,-3.277268294642798,-3.481721636090965
484129,43.0,-4.992290851274102,-0.14659332161495506,-4.699104208044193,-3.382119812425832,-3.2039891138621908,-3.3681235252001347
484130,151.0,-4.847921186529081,-0.1293410278758448,-4.589239130777392,-2.7679721484114848,-2.8495688594329054,-3.235611701386328
484137,31.0,-5.601585444878578,-0.3044594352837181,-4.992666574311142,-3.417553849669769,-2.801844546939017,-3.347499730706752
484157,136.0,-6.189333119686282,-0.13828363471294203,-5.9127658502603975,-2.920695941219469,-2.561325680984191,-3.389450593111135
484215,42.0,-6.115352980066403,-0.11579789478155005,-5.883757190503303,-4.302143346846879,-3.055188406739574,-3.7013316930455034
484231,31.0,-5.861472528558346,-0.3917717395789639,-5.077929049400419,-2.449753033877369,-4.077269316128931,-3.412129207708709
484271,2847.0,-4.752120130652592,-0.1072270022599523,-4.537666126132688,,-3.05057615798944,-2.697330557077951
486178,65.0,-4.741201186030813,-0.06607083150072342,-4.609059523029367,,,
487657,172.0,-5.715529427082766,-0.3189277310243592,-5.077673965034047,-3.3694301085170664,-3.480275705367359,-3.7629160312569763
487658,90.0,-5.891758330867037,-0.4180365425547913,-5.055685245757455,-3.009433412429734,-3.6473103740150976,-3.669271210984169
487659,91.0,-5.783923575430022,-0.35806883075279394,-5.067785913924434,-3.009433412429734,-3.7839116628976055,-3.791858294850696
487660,124.0,-5.583886676210242,-0.306870403797131,-4.9701458686159805,-3.009433412429734,-3.81992711338458,-3.912026657874301
487661,259.0,-5.8113655018498935,-0.6299709220543329,-4.5514236577412275,-3.1054615444696374,-2.7620638750313136,-3.8759125346216603
487662,221.0,-5.909040525561363,-0.9595949731404173,-3.989850579280529,-2.5200811349237866,,-4.297115260496797
489009,695.0,-3.887049691422573,-0.05526554170030223,-3.7765186080219686,,,
489010,166.0,-5.139598054297032,-0.15209134457223983,-4.835415365152553,-4.158928450059144,-2.6910598480481314,-3.6817536368081933
489013,79.0,-4.674416157038381,-0.1429533265049636,-4.3885095040284545,,-3.538125439257187,-2.757690865153179
490279,96.0,,0.0,,,,
494159,615.0,-4.501233150510299,-0.2412345833508564,-4.0187639838085865,,-1.7623168655730925,-2.6410826487081556
494161,961.0,-4.617725774607863,-0.3029005346669921,-4.011924705273879,,,
494162,1373.0,-4.648048460091127,-0.3164839095585085,-4.01508064097411,,,
494283,237.0,-9.126238217368197,-1.0625059463692703,-7.001226324629656,,,-3.969114015257783
494284,192.0,-9.100569153468363,-0.9983769452758151,-7.103815262916733,,,-3.7065297392107888
494285,582.0,-4.814963835305993,-0.34941365777726535,-4.116136519751462,,,
494286,191.0,-9.468835444853507,-1.0179183595234,-7.432998725806707,-2.674827125743654,-2.1174843493829174,-3.2030725906140716
494301,119.0,-7.34673636066899,-1.151222560613854,-5.044291239441282,-4.2489207427916105,,-4.701714401133181
494302,74.0,-7.654295791536421,-1.2720890353153498,-5.110117720905722,-4.932390609337312,,-4.580719811434462
494311,817.0,-3.7105501601431063,-0.03540543889348968,-3.639739282356127,,,
494337,722.0,-4.888793464486723,-0.27202634511050167,-4.344740774265719,,,
494372,50.5,-5.294979321292966,-0.06591331009190757,-5.163152701109151,-4.923449278252422,,
495576,36.0,-5.552464521603377,-0.15608278770575573,-5.240298946191865,-3.763119493409965,-1.997665319915086,-3.46731658092652
495609,102.0,-3.970826423246259,-0.05223394771635105,-3.866358527813557,,,
495753,68.0,-4.7718837274398345,-0.11789126159909372,-4.536101204241647,-3.366695189147141,-2.9332474010695093,-3.4033617560351637
495756,154.0,-5.601585444878578,-0.3044594352837181,-4.992666574311142,-3.417553849669769,-2.801844546939017,-3.347499730706752
496346,131.0,-5.107822512068667,-0.3205919849086446,-4.466638542251378,-2.695034049564393,,-3.5733246266072585
496360,55.0,-6.273145861194911,-0.05272837395545694,-6.1676891132839975,,-4.476527303184641,-3.3691688376345406
496386,53.0,-5.321027126450087,-0.1888793850150697,-4.9432683564199476,,-3.8379645259580983,-3.7875630992815426
496387,84.0,-5.184018334469472,-0.14010104378943083,-4.90381624689061,,-3.6949723053788883,-3.5518459963416538
496388,528.0,-5.227079100036663,-0.19469438933468988,-4.837690321367283,-2.695034049564393,-3.150703503613717,-3.4249161385766596
496391,107.0,-5.746047823477497,-0.3147396749240951,-5.1165684736293064,-4.476527303184641,-2.9896969674780536,-3.785630587299844
496392,64.0,-5.683468428541486,-0.2982469005129285,-5.086974627515629,-4.476527303184641,-3.480275705367359,-4.046541275607025
496393,130.0,-5.461423406877002,-0.22669486992516308,-5.008033667026676,,-3.05057615798944,-2.718051480906967
496404,74.0,-5.253351448768578,-0.18839366212191086,-4.876564124524757,-3.81992711338458,,-3.117643663630583
496405,79.0,-5.288105674926513,-0.1819509405436934,-4.924203793839126,-2.7620638750313136,,-3.160636211783298
496406,81.0,-5.321027126450087,-0.1888793850150697,-4.9432683564199476,,-1.995430405024465,-3.376597853997104
496407,71.0,-5.321027126450087,-0.1888793850150697,-4.9432683564199476,,-3.209389724220883,-3.5465490553686374
501849,45.0,-6.11408082026265,-0.4737908886208644,-5.166499043020922,-3.417553849669769,-4.131897101430084,-4.127475504517436
501850,294.0,-5.922935997054588,-0.41399644790396306,-5.0949431012466615,-3.6473103740150976,-4.077269316128931,-4.483936967200087
501855,62.0,-5.7153290206296665,-0.19897800318498032,-5.317373014259706,-3.344214162613975,-2.629115798136584,-3.4814352395385235
501861,100.0,-5.978884475623254,-0.47083447707687265,-5.037215521469509,-2.582769405570667,-3.00525201967571,-3.159987032208697
501871,108.0,-6.166424151756525,-0.2546578317466455,-5.657108488263233,-2.593135862132229,-3.4258933894607235,-3.5487942479893717
502098,60.0,-4.965947093720151,-0.26945253991433277,-4.427042013891485,,,-3.9033084516548513
502119,402.0,-4.078395578893279,-0.0824330950445641,-3.9135293888041502,,,-3.514795528240249
502154,293.0,-4.897430802636172,-0.26269272727603055,-4.372045348084111,-3.122097247313938,-1.7623168655730925,-2.837439662053801
502163,45.0,-5.4183139467551396,-0.15800421985103952,-5.10230550705306,-3.024600333720846,-3.2106977619762875,-3.7252010584296986
502164,81.0,-5.7186101757446925,-0.28181523891317123,-5.15497969791835,,,-4.2145915322358505
502194,32.0,-5.439731270767049,-0.51175482312858,-4.416221624509889,-3.2092726674527388,-2.629115798136584,-3.335414598812516
502322,42.0,-4.978080189840299,-0.12706246227988907,-4.723955265280521,-3.863676826400153,-2.3959693110347806,-3.343216086715032
505317,68.0,-3.911279813091007,-0.0512755789557099,-3.808728655179587,-3.1434108720337686,,-3.2608146562127454
505319,136.0,-4.046960866087953,-0.06448504236459997,-3.917990781358753,,-2.3320207741450423,-2.268703526382574
505329,48.0,-4.7952491929674945,-0.2083616146124351,-4.378525963742624,-1.9757477041774807,-3.269556259127227,-2.864064376696013
505330,281.0,-4.668017785201839,-0.16959185289237755,-4.328834079417084,-3.366695189147141,,-2.933205244877535
505332,67.0,-6.302678533441526,-0.1753909907137455,-5.951896552014035,,-3.4526526060168066,-4.1280523217665115
505339,113.0,-5.222021554308498,-0.35049167377641066,-4.5210382067556765,-3.218835243334051,-3.613393831845297,-3.7164025158733986
505346,56.0,-4.63524073098843,-0.09957619351624995,-4.43608834395593,-3.00525201967571,,-2.6378819684558055
505347,79.0,-4.6538666741897465,-0.11066157763275962,-4.432543518924227,-2.337716966498038,-3.269556259127227,-3.0963583325477786
505358,78.0,-4.145578454035213,-0.0977636466393705,-3.9500511607564723,,-3.041853081692726,-2.8678482844951745
505739,20.8,-12.150014682208928,-0.2292339332869343,-11.691546815635059,0.0,,0.0
507696,99.0,-4.678615614177843,-0.10882945219695991,-4.460956709783924,,-3.81992711338458,-3.6410162730382583
507710,50.0,-4.483442122133344,-0.1354146136526542,-4.212612894828035,,-2.695034049564393,-2.2429317039365957
507716,3112.0,-3.818803135661267,-0.03571674375125978,-3.7473696481587475,,-2.920695941219469,-3.281197819884557
508031,7587.0,-6.803089660712307,-0.4758837173191029,-5.851322226074101,,,
508034,22396.0,-6.803089660712307,-0.4758837173191029,-5.851322226074101,,,
508037,20.0,-6.803089660712307,-0.4758837173191029,-5.851322226074101,-1.5362731354634498,,
509926,77.0,-4.788565782879871,-0.1934546771243209,-4.401656428631229,-3.0242741079748563,-2.5968604333672203,-3.1523747854915873
509927,71.0,-4.676517021876569,-0.17053562313714077,-4.335445775602287,-3.382119812425832,,-2.9582764328967017
509929,111.0,-4.75335333791467,-0.17899910669988264,-4.3953551245149045,,,
509931,635.0,-4.873183481953566,-0.3492039349857603,-4.174775611982046,-2.995108214816082,-3.4096616511668056,-3.6932331445818183
509932,92.0,-5.218312942916902,-0.21026946665605395,-4.797774009604794,-4.119169620198503,-2.9332474010695093,-4.135548041391729
509934,38.0,-5.218312942916902,-0.21026946665605395,-4.797774009604794,-4.119169620198503,-2.9332474010695093,-4.135548041391729
509957,159.0,-4.284625148039088,-0.08395299355305927,-4.116719160932969,,-2.492915019007981,-1.7939378433800297
509958,106.0,-3.9564746879937225,-0.047022062636417374,-3.862430562720888,,,
509959,119.0,-3.977463987364478,-0.07606580182223145,-3.825332383720015,,,
509960,40.0,-4.11800833490647,-0.08681427822146563,-3.944379778463539,-1.5362731354634498,,-1.961273588336079
509974,38.0,-4.466734951566561,-0.09237314937627268,-4.281988652814016,-1.995430405024465,,-1.906552592434432
509975,33.0,-4.519289355912927,-0.265142696608985,-3.9890039626949574,-2.3576957759766066,,-1.347477766689777
510038,69.0,-3.910040242765636,-0.025922243096371086,-3.858195756572894,,,
510039,32.0,-3.862227353207395,-0.023027288446477372,-3.8161727763144406,,,
510040,83.0,-3.910507546951234,-0.044224761261066496,-3.822058024429101,,,
510041,32.0,-3.9251615761065493,-0.06497818977880092,-3.7952051965489475,,,
510050,26.0,-5.504486282777418,-0.06563289598999834,-5.373220490797421,,,
510100,90.0,-4.5842881378779134,-0.14202099000839602,-4.300246157861121,,-3.269556259127227,-2.2556250787935044
510106,61.0,-4.5680855098344635,-0.14663555180151633,-4.274814406231431,,,
510116,70.0,-4.7326022260106635,-0.3282116811663827,-4.076178863677898,-2.5051103210028733,-2.3576957759766066,-3.017892773779096
510140,1247.0,-6.819835119779604,-0.29954488187253686,-6.220745356034531,-1.753651748421824,-3.515973773438006,-2.981101860166059
510548,2819.0,-4.544300645927078,-0.29961037830036913,-3.9450798893263395,,-2.2584045489120346,-2.8979733473002507
512497,101.25,-5.198786054106045,-0.047956594054697314,-5.102872865996651,-3.3619226398268385,-3.480275705367359,-3.8659230239811624
522246,32.3,-5.557204984989514,-0.24713295187021717,-5.06293908124908,0.0,,0.0
522247,25.875,-4.802234418498493,-0.09770460553325112,-4.60682520743199,0.0,,0.0
523271,366.0,-4.09495544839229,-0.07370346265711647,-3.947548523078057,-2.438536868675034,-2.3320207741450423,-2.72846307434341
523324,222.0,-5.307372564042743,-0.17366631116104989,-4.960039941720644,-3.3619226398268385,-3.5149991058034336,-3.793016397424515
523604,2106.0,-4.492494074677908,-0.12288117268767497,-4.246731729302558,-2.610263047346788,,-2.563826657347655
523715,636.0,-5.913291199065043,-0.21473704307481212,-5.4838171129154185,-3.3694301085170664,,-3.9465066950189054
523723,57.0,-5.92834613067299,-0.6168607179865522,-4.694624694699886,-3.6915624677967074,-3.763119493409965,-4.1770289358811095
523726,165.0,-5.434955299406284,-0.19801339229837245,-5.038928514809539,-3.05057615798944,-2.2150127414781,-3.1666171257125555
523736,140.0,-4.8311401347060885,-0.1904833413629946,-4.450173451980099,-2.449458524953813,-3.363431728602524,-3.3915942954927893
523747,96.0,-6.840528835901162,-0.26122057170236745,-6.318087692496427,,-3.976699939620404,-3.724531722244022
523789,45.0,-5.365277454978882,-0.10218275610070401,-5.160911942777474,-4.476527303184641,-1.9811221590685817,-3.2475025088699194
525443,93.0,-4.369231097148426,-0.06720882781840642,-4.234813441511614,-2.775804195635348,-1.1674573865742532,-2.3945656455829862
525474,49.0,-4.639640747493656,-0.08652614266822065,-4.466588462157215,,-2.628233934149791,-2.6910301481897068
525552,1374.0,-3.807842259178689,-0.06808940764252232,-3.6716634438936446,,,-3.3727356345294752
525612,78.0,-4.298147317349761,-0.40997171851391,-3.478203880321941,,,-2.1251876473416873
525705,76.0,-5.31249940932875,-0.18386714489581799,-4.944765119537115,,-3.515973773438006,-3.1769987307736116
525708,59.0,-4.668786982169711,-0.07998001078209341,-4.508826960605524,,-2.694500750740467,-2.718051480906967
525711,1670.0,-4.464279270968464,-0.05412614033608131,-4.356026990296302,,,
529933,11.0,-6.803089660712307,-0.4758837173191029,-5.851322226074101,-1.5362731354634498,,-1.5290522990538655
532254,66.0,-5.219968074058716,-0.2637492551129157,-4.692469563832885,-3.5031585759151094,-3.417553849669769,-3.9189304202711237
532395,64.0,-5.707970732748267,-1.1305810592919188,-3.4468086141644294,-2.574986869741726,,-4.626839687373749
532401,47.0,-4.96235207951211,-0.21566431921656226,-4.531023441078985,-2.674532052841036,-3.3327199249230284,-3.737988818696369
532411,225.0,-5.296917076857981,-0.10917297087889603,-5.078571135100189,,-2.695034049564393,-2.3019535060083665
532420,60.0,-7.5046806909821475,-0.20596647090329329,-7.092747749175561,,-3.2039891138621908,-2.729147819505534
532468,319.0,-4.58857603835658,-0.13507280199224056,-4.3184304343720985,,-3.2092726674527388,-2.9061861110378815
532614,513.0,-5.281307049695577,-0.15199189298686336,-4.977323263721851,-3.269556259127227,-2.695034049564393,-3.5973419076788034
532692,208.33333333333334,-5.722182564306754,-0.34477001995455264,-5.032642524397649,-3.763119493409965,-3.5096412491482356,-4.411421358495654
532770,52.0,-4.486064802787678,-0.09681647721481179,-4.292431848358055,-2.674532052841036,-3.122097247313938,-3.4049846387801024
532775,252.33333333333334,-4.989631467516649,-0.08037723446062751,-4.828876998595393,,-3.976699939620404,-3.3147152408545106
532800,96.66666666666667,,0.0,,,,
532809,65.0,-5.296787130063541,-0.11086342836719965,-5.075060273329142,-2.7679721484114848,-4.2728290091791195,-3.5418477277079714
532810,280.1111111111111,-3.9341288169166257,-0.05576729517521091,-3.822594226566204,-2.2150127414781,,-3.4749645446117627
532811,197.0,-7.303178523215792,-0.22059783475048808,-6.861982853714816,-2.237627285449974,-3.7839116628976055,-3.342996977333661
532917,207.0,-5.785823413088321,-0.17910724051322144,-5.427608932061878,-2.4717285393542383,-4.2728290091791195,-3.411638942502678
532952,210.44444444444446,-4.756303509991529,-0.1569234097670072,-4.442456690457514,,-3.81992711338458,-3.413049372298448
533121,176.0,-5.656127178803216,-0.3234289963125043,-5.009269186178208,,-2.9332474010695093,-3.8802727468348768
533161,1094.0,-4.155478860881937,-0.11260913132265843,-3.93026059823662,-2.449458524953813,,-2.0587534462824855
533178,78.0,-5.683056446932885,-0.1244879218105556,-5.434080603311774,,-3.724051331984855,-4.1951417085127485
533234,164.0,-5.298771774207142,-0.09283753795914929,-5.113096698288844,-2.7047281224988464,,-3.284698348614866
533932,62.0,-5.577864216534447,-0.3212546477082874,-4.935354921117872,-3.009433412429734,-2.629115798136584,-3.6214958520613965
534796,60.0,,0.0,,0.0,0.0,0.0
539302,204.0,-5.376394456286887,-0.27418703653751464,-4.828020383211857,,-3.3884726954272457,-2.3478995061059758
539321,726.0,-3.793013389106556,-0.06737401293631119,-3.6582653632339337,,,
539360,3287.0,-3.7514423320600123,-0.023564050564079238,-3.7043142309318537,,,
539361,310.0,-3.7410070341129584,-0.020215797854240374,-3.700575438404478,,,
539376,52.333333333333336,-4.709375988370205,-0.2903034956618085,-4.1287689970465875,-1.5362731354634498,-2.605442719564122,-2.7133143760487823
539379,134.0,-5.215985394050843,-0.09136826030175046,-5.033248873447342,,-2.5212112438189167,-2.1208676410192373
539380,180.0,-4.85526962406985,-0.08635623284927144,-4.682557158371307,,-3.52711385124094,-3.0208552104949153
539383,80.0,-4.2703287804294146,-0.043643600959892954,-4.183041578509629,-1.753651748421824,,-2.2600631879488158
539399,119.0,-6.793868839875102,-0.129710526833784,-6.534447786207534,,-3.4475636209010188,-3.2424035718007147
539401,1435.0,-4.484101167303987,-0.11805161926588509,-4.247997928772216,,-2.9491514858147303,-2.726355291762906
539403,1543.0,-4.044318465789998,-0.06874875694130844,-3.906820951907381,,,
539404,75.0,-4.522562400116159,-0.10949221348768026,-4.303577973140798,-1.5362731354634498,-3.055188406739574,-2.524847770972377
539416,100.0,-4.76139975026605,-0.0766328020124653,-4.608134146241119,-2.5051103210028733,,-2.2590828794600872
539432,55.0,-5.3651632557791205,-0.16035537773619274,-5.044452500306735,-1.753651748421824,-2.443821190694092,-2.6490183068692534
539433,86.0,-5.4286637532023025,-0.26495976784480596,-4.89874421751269,-1.244841480045953,-3.269556259127227,-2.5197357474018243
541262,115.0,-4.85526962406985,-0.08635623284927144,-4.682557158371307,,0.0,0.0
541724,543.0,-4.205796580910925,-0.06848372309821048,-4.0688291347145045,,0.0,0.0
541748,269.0,-4.0263081771350775,-0.05732903211583077,-3.911650112903416,,0.0,0.0
541749,626.0,-4.347921489807842,-0.31181342963511294,-3.724294630537616,,0.0,0.0
541750,1531.0,-3.9767963752815136,-0.01679608464906935,-3.943204205983375,,0.0,0.0
541767,42.0,-3.56585527050148,-0.03230897858426816,-3.5012373133329437,,0.0,0.0
541822,493.0,-4.195651913990422,-0.04163198929203528,-4.1123879354063515,,0.0,0.0
541826,889.0,-3.750798776146505,-0.028369644550876826,-3.6940594870447514,,0.0,0.0
541838,266.0,,0.0,,,0.0,0.0
541870,445.0,-4.080107756528081,-0.06379170513670553,-3.9525243462546698,,0.0,0.0
541875,103.0,-4.441627536156081,-0.045027020148277204,-4.351573495859526,,0.0,0.0
541881,63.0,-5.438946824910651,-0.08284715184774741,-5.273252521215157,,0.0,0.0
541907,940.0,-4.488406017996774,-0.15465395404822163,-4.179098109900331,,0.0,0.0
541936,3260.0,-4.625974534557113,-0.06943075916678779,-4.487113016223537,,0.0,0.0
541991,1690.0,-2.882148524830913,-0.015954107374298535,-2.8502403100823157,,0.0,0.0
542051,97.0,-5.376394456286887,-0.27418703653751464,-4.828020383211857,,0.0,0.0
542052,454.0,-5.05611771864391,-0.2380633161047996,-4.579991086434311,,0.0,0.0
542069,293.0,-3.6881300640116423,-0.05991157242878398,-3.5683069191540744,,0.0,0.0
542085,91.0,-5.280195680835821,-0.09069777778295102,-5.098800125269919,,0.0,0.0
542086,137.0,-5.245521296925655,-0.06541157786745334,-5.114698141190748,,0.0,0.0
542094,86.0,-5.52468973674338,-0.169570720460076,-5.185548295823228,,0.0,0.0
542101,46.0,-5.887420180501626,-0.19012494028443658,-5.507170299932753,,0.0,0.0
542105,1255.0,-3.891971480938273,-0.034251203016637234,-3.8234690749049984,,0.0,0.0
542106,3082.0,-3.7017259800632525,-0.015993178683188402,-3.6697396226968757,,0.0,0.0
542107,4049.0,-3.7068437594460124,-0.017966636343821746,-3.670910486758369,,0.0,0.0
542108,1835.0,-3.700242891892847,-0.0151710613755209,-3.669900769141805,,0.0,0.0
542109,3695.0,-3.700242891892847,-0.0151710613755209,-3.669900769141805,,0.0,0.0
542112,119.0,-6.485821326194175,-0.594475156015143,-5.296871014163889,,0.0,0.0
542118,66.0,-5.356852430390442,-0.207139419044009,-4.942573592302424,-1.4836597943661012,0.0,0.0
542122,1112.0,-4.709375988370205,-0.2903034956618085,-4.1287689970465875,,0.0,0.0
542125,79.0,-5.184220311063827,-0.08038258096226936,-5.023455149139288,,0.0,0.0
542126,381.0,-4.419141204964378,-0.08635623284927144,-4.246428739265835,,0.0,0.0
542127,54.0,-4.2703287804294146,-0.043643600959892954,-4.183041578509629,,0.0,0.0
542128,55.0,-4.466715465868748,-0.13213351982655328,-4.202448426215641,,0.0,0.0
542145,834.0,-6.776936393040123,-0.09538239362334117,-6.5861716057934405,,0.0,0.0
542146,163.0,-6.765210984235482,-0.049502683502625225,-6.666205617230232,,0.0,0.0
542149,974.0,-4.0074180181678205,-0.06537016400391807,-3.876677690159984,,0.0,0.0
542150,2840.0,-3.9846655259442194,-0.05223150865246316,-3.880202508639293,,0.0,0.0
542153,53.0,-4.300845479176818,-0.0765652549948875,-4.147714969187043,-1.3256947668578334,0.0,0.0
542157,137.0,-4.817832732216288,-0.2534536722987244,-4.310925387618839,,0.0,0.0
542185,57.0,-5.492840897393044,-0.20437287461394968,-5.084095148165145,,0.0,0.0
542186,62.0,-5.187967905046937,-0.1384748222623108,-4.911018260522316,,0.0,0.0
545438,1710.0,-3.976499147773049,-0.03426299191139779,-3.9079731639502535,,0.0,0.0
545439,70.0,-5.229137080132723,-0.21301652437427346,-4.803104031384176,,0.0,0.0
545447,141.0,-4.855578691443345,-0.12606326303487825,-4.6034521653735885,,0.0,0.0
545984,37277.0,-5.693542084027751,-0.22078514052075,-5.251971802986251,,,
545996,433.0,-6.519440360540092,-0.763944405345768,-4.991551549848556,,,
546004,35.0,-5.692823420384369,-0.297891496381184,-5.097040427622001,,,
546006,55.8,-7.495806949042128,-0.6966857997482723,-6.102435349545583,,,
546009,14907.0,-5.935630221192448,-0.5047852916586321,-4.926059637875184,,,
546023,820.0,-4.908681463289433,-0.16686631129948823,-4.574948840690457,,,
546024,25.0,-5.173052412709876,-0.23498696515805295,-4.703078482393771,,,
546034,32.0,-7.125075828142478,-0.9166892127698371,-5.291697402602804,,,
546045,1031.0,-7.357581150925265,-0.773753737958757,-5.810073675007751,,,
546049,29.0,-7.3826508771999855,-0.43275681667356425,-6.517137243852857,,,
546075,21.0,-5.665437585957735,-0.23467742656740423,-5.196082732822926,,,
546095,1063.0,-8.318525561542874,-0.5861722401231275,-7.146181081296619,,,
546108,33.0,-6.862041514735757,-0.35747335545432735,-6.147094803827102,,,
546109,182.0,-6.690726139355234,-0.5226632904601383,-5.645399558434957,,,
546110,2578.5,-7.21727809073642,-0.48186618648121077,-6.253545717773998,,,
546112,34.0,-6.4668529964909505,-0.15121378498925567,-6.164425426512439,,,
546118,1962.0,-5.527844530570095,-0.4619860303793998,-4.603872469811296,,,
549139,24.0,-9.727470639338094,-0.44032284136728844,-8.846824956603516,,,
549144,27.0,-8.117783197577698,-0.9158589684728663,-6.286065260631965,,,
549148,46.96666666666666,-7.759360000414502,-1.005938418886494,-5.747483162641514,,,
549372,116.0,,0.0,,,,
552073,19.0,-4.7952491929674945,-0.2083616146124351,-4.378525963742624,-3.7226514922808156,,-2.5168955519163894
552176,27.0,-4.5842881378779134,-0.14202099000839602,-4.300246157861121,,-3.269556259127227,-2.2556250787935044
552903,57.0,,0.0,,0.0,0.0,0.0
552907,28.0,,0.0,,0.0,0.0,0.0
556057,6377.0,-4.370936130356938,-0.06626655201091047,-4.238403026335117,,,
556089,120.0,-5.334705422123664,-0.11878871664419567,-5.097127988835272,,,
558765,49.0,-5.515268748693495,-0.39861314030972295,-4.7180424680740485,,,
558807,2558.2727272727275,-5.652478168296505,-0.21050860494275367,-5.231460958410998,,,
559479,511.0,-6.282615352202573,-0.08702583325312307,-6.108563685696327,,,
559482,65.0,-5.624583445197023,-0.22696008475160045,-5.170663275693822,,,
559484,2728.0,-6.960250492882428,-0.23748264779702666,-6.485285197288374,,,
559497,43.0,-5.695828416623944,-0.1762387881183105,-5.343350840387323,,,
559509,2535.0,-5.097845206048585,-0.045688580543262795,-5.006468044962059,,,
559511,2226.0,-5.294390976531109,-0.2365677142899788,-4.821255547951152,,,
559512,304.0,-6.734936732852294,-0.37269525326319247,-5.989546226325909,,,
559519,912.0,-6.111739257913606,-0.324214718201676,-5.463309821510254,,,
559547,2213.0,-5.2025045144111735,-0.1489637910074534,-4.9045769323962665,,,
559548,3279.0,-6.0597835820502794,-0.3255350413279108,-5.408713499394458,,,
559551,374.0,-6.415942565284855,-0.16636768071980637,-6.083207203845242,,,
559554,1921.0,-5.323631428351483,-0.17457620336854796,-4.974479021614387,,,
559564,88.0,-5.2679811190730215,-0.25187907186761244,-4.7642229753377965,,,
559567,2832.0,-6.195467227457579,-0.10058753945965775,-5.994292148538263,,,
559581,1301.0,-5.04809118570691,-0.06698003977955908,-4.914131106147791,,,
559585,1038.0,-4.554459666346583,-0.11728786551563732,-4.319883935315308,,,
559588,2706.0,-5.385685057861318,-0.2611487373127503,-4.863387583235817,,,
559590,195.0,-5.177332429981229,-0.17086269258132364,-4.835607044818582,,,
559596,51.0,-5.7992127144892525,-0.27100000461830803,-5.257212705252637,,,
559598,1301.0,-4.548249127852231,-0.10485141404092826,-4.338546299770375,,,
559609,390.0,-5.022208930707649,-0.22457893694262773,-4.573051056822393,,,
